,playerID,Seasons,Last_season,HoF,Awards,WS_titles,allstars,appearances,G,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS+,wOBA
479,coopewa01,18,1957,0,6,2,8,1507,1473,573,1341,173,812,18,309,0.2851977881752446,0.32926348956282003,0.2851977881752446,123.15854578321309,0.4468032200357782
480,clappjo01,11,1883,0,0,0,0,615,588,459,713,7,279,17,112,0.28260007927070946,0.31309297912713474,0.28260007927070946,118.33483965341252,0.30766110056926
481,virdobi01,12,1968,0,2,1,0,1617,1583,735,1596,91,502,47,442,0.26688963210702343,0.3137074517019319,0.26688963210702343,99.61757173099053,0.34884520846297445
482,hortowi01,18,1980,0,2,1,4,2050,2028,873,1993,325,1163,20,620,0.27308851740202794,0.33171882762046695,0.27308851740202794,127.30103678358837,0.417172040302267
483,doylela01,14,1920,0,3,0,0,1766,1766,960,1887,74,793,298,625,0.28990628360731296,0.34746681116228667,0.28990628360731296,134.51805485573854,0.3932590788924447
484,stuardi01,10,1969,0,1,1,2,1121,1112,506,1055,228,743,2,301,0.26394796097072803,0.31583772633509055,0.26394796097072803,131.23371342757616,0.37074624103631737
485,pippwa01,15,1928,0,1,1,0,1875,1872,974,1941,90,998,125,596,0.28073474110500435,0.32928388746803067,0.28073474110500435,112.91513525648026,0.3525156332803391
486,reeseri01,10,1973,0,0,0,0,973,866,248,512,52,245,16,158,0.25346534653465347,0.3101123595505618,0.25346534653465347,104.10206774354896,0.3343010948905109
487,leachto01,19,1918,0,3,1,0,2161,2156,1355,2143,63,810,361,820,0.2692549315240608,0.3309026626892056,0.2692549315240608,117.62680693639322,0.36166155941436834
488,whitalo01,19,1995,0,10,1,5,2519,2390,1386,2369,244,1084,143,1197,0.2764294049008168,0.35978729808367615,0.2764294049008168,120.19406942157266,0.35828890703132965
489,burdoja01,18,1891,0,0,0,0,1199,1187,778,1231,18,501,59,140,0.25045778229908444,0.2726554787759131,0.25045778229908444,83.03317206856666,0.2829861796643633
490,wardga01,12,1990,0,0,0,2,1385,1287,594,1236,130,597,83,351,0.27595445411922304,0.3270645952575634,0.27595445411922304,111.26812039863574,0.3589307216494845
491,cimolgi01,10,1965,0,0,1,1,1004,969,370,808,44,321,21,221,0.2645710543549443,0.31069407208817396,0.2645710543549443,96.93978763331299,0.33335564980309
492,vosmijo01,13,1944,0,2,0,1,1415,1414,818,1682,65,874,23,514,0.30738304093567254,0.36439842209072976,0.30738304093567254,122.76595919355545,0.37069585483602463
493,dempsri01,24,1992,0,2,2,0,1895,1766,525,1093,96,471,20,592,0.23294970161977835,0.31496208618457555,0.23294970161977835,89.2662637115623,0.317376664790846
494,schalra01,18,1929,1,5,1,0,1772,1762,579,1345,11,594,177,638,0.2534866189219751,0.32845423837863924,0.2534866189219751,86.70625474244531,0.32105114109611854
495,haselbi01,13,2003,0,0,0,0,630,589,185,416,47,210,9,114,0.2590286425902864,0.3096737263880939,0.2590286425902864,92.17536813285459,0.31756805074971167
496,bancrda01,16,1930,1,8,2,0,1910,1913,1048,2004,32,591,145,827,0.27903091060985796,0.34619116933527416,0.27903091060985796,100.45405834825631,0.3702660607569721
497,gerbewa01,15,1929,0,0,0,0,1531,1522,558,1309,7,476,43,465,0.25671700333398706,0.3106946354883081,0.25671700333398706,79.83156522924676,0.32237859567625515
498,alouma01,15,1974,0,1,1,2,1753,1667,780,1777,31,427,156,311,0.30696147866643636,0.3414790996784566,0.30696147866643636,111.35311750396788,0.39014248408682883
499,burnije01,14,2006,0,0,0,1,1740,1694,917,1447,315,981,74,739,0.25341506129597197,0.344125246998024,0.25341506129597197,116.91141557963465,0.4017450346420323
500,lankfra01,14,2004,0,0,0,1,1762,1701,968,1561,238,874,258,828,0.27161997563946405,0.36335031465388073,0.27161997563946405,124.3807847863713,0.3978570345664039
501,garvest01,19,1987,0,15,1,10,2351,2332,1143,2599,272,1308,83,479,0.29417091114883986,0.3282273399535178,0.29417091114883986,119.038090298353,0.3509687768240343
502,strunam01,17,1924,0,0,4,0,1516,1512,696,1418,15,530,185,573,0.28365673134626923,0.3451662932965707,0.28365673134626923,115.86776864781703,0.4044163681948424
503,hundlra01,14,1977,0,1,0,1,1072,1061,311,813,82,381,12,271,0.23619988378849507,0.288912299183566,0.23619988378849507,86.28563855164562,0.29662230603448275
504,johnsla03,14,2000,0,0,0,1,1516,1447,767,1565,34,486,327,352,0.29094627254136457,0.3317241379310345,0.29094627254136457,95.3942334238265,0.3514687935843793
505,whitnar01,11,1891,0,0,2,0,983,978,475,820,6,349,67,302,0.22276555283890248,0.284928767808048,0.22276555283890248,71.92681696651854,0.30282404398900276
506,sheckji01,17,1913,0,0,2,0,2098,2122,1296,2084,56,813,465,1135,0.2740302432610125,0.363127878920816,0.2740302432610125,128.35895915542199,0.4013048007246377
507,walkela01,17,2005,0,14,0,5,2032,1988,1355,2160,383,1311,230,913,0.3127262197770378,0.39987546699875465,0.3127262197770378,157.7701181880374,0.439412977485454
508,jonesru01,12,1987,0,0,1,2,1409,1331,643,1103,147,579,143,534,0.24983012457531145,0.32731242556570067,0.24983012457531145,108.5463630972198,0.33774319144643944
509,parenma01,13,1998,0,0,0,0,480,474,112,279,53,168,3,98,0.21412125863392173,0.265406162464986,0.21412125863392173,74.47451246920905,0.38736860795454553
510,pacioto01,18,1987,0,0,0,1,1555,1392,494,1162,86,503,55,245,0.2819703955350643,0.3236282194848824,0.2819703955350643,109.32565934563692,0.3731319601629697
511,wilsogl01,10,1993,0,0,0,1,1249,1201,451,1098,98,521,27,253,0.26451457480125273,0.3051264830982762,0.26451457480125273,97.3365114828542,0.37756837606837607
512,martipe01,13,1944,0,3,2,4,1205,1189,754,1227,59,501,146,369,0.29803254797182416,0.35589471355894714,0.29803254797182416,120.64845863536453,0.3663900866859302
513,gwynnch01,10,1996,0,0,0,0,653,599,119,263,17,118,2,71,0.2611717974180735,0.30636363636363634,0.2611717974180735,86.834006379649,0.306899446494465
514,rodrihe02,11,2002,0,0,0,1,985,950,389,784,160,523,10,276,0.2586605080831409,0.3203709243194735,0.2586605080831409,111.02576970855837,0.4051058041112455
515,clarkfr01,21,1915,1,6,1,0,2230,2246,1622,2678,67,1015,509,875,0.3119757688723206,0.376804228501728,0.3119757688723206,143.49925866722063,0.3897697909081453
516,spilmha01,12,1989,0,0,0,0,618,563,96,192,18,117,1,81,0.23703703703703705,0.304635761589404,0.23703703703703705,84.66365809678527,0.3935675977653631
517,chitiha01,10,1962,0,0,0,0,510,502,135,356,41,179,4,115,0.23812709030100335,0.29047907822922986,0.23812709030100335,82.29337368232241,0.35339219330855026
518,schoere01,19,1963,1,2,2,10,2260,2216,1223,2449,84,773,89,606,0.2888312300978889,0.33355020602906094,0.2888312300978889,102.88028435722438,0.38007354555433587
519,niemabo01,12,1962,0,0,0,0,1137,1113,455,1018,125,544,10,435,0.294901506373117,0.3704079047377755,0.294901506373117,135.31376032803294,0.4493738150140919
520,howarfr01,16,1973,0,4,1,4,2011,1895,864,1774,382,1119,8,782,0.27342786683107273,0.35210118319053446,0.27342786683107273,145.44110103756304,0.4037094716405492
521,steinha01,14,1911,0,0,2,0,1649,1647,759,1578,27,762,202,471,0.26745762711864407,0.31803915707667013,0.26745762711864407,111.06470905687651,0.3346325581395349
522,hermabi01,15,1947,1,9,0,11,1928,1922,1163,2345,47,839,67,737,0.3042688465031789,0.3596805925240134,0.3042688465031789,115.90540604448671,0.40990720188902
523,titusjo01,11,1913,0,0,0,0,1388,1402,738,1401,38,561,140,620,0.28245967741935485,0.3635269852182881,0.28245967741935485,136.44783642149565,0.4135736693690518
524,bartedi01,18,1946,0,2,0,2,2034,2016,1130,2165,79,710,109,748,0.2837855551186263,0.344275420336269,0.2837855551186263,104.98727961099488,0.36775607741326416
525,hargrbu01,12,1930,0,0,0,0,862,852,314,786,29,376,29,217,0.3103039873667588,0.3629032258064516,0.3103039873667588,132.39656739719746,0.379979870596693
526,hargrmi01,12,1985,0,1,0,1,1736,1666,783,1614,80,686,24,965,0.29007907979870595,0.39324667563125654,0.29007907979870595,124.45368031394412,0.40023516884697297
527,kuehnbi01,10,1892,0,0,0,0,1091,1087,533,993,25,403,150,136,0.23168455436304247,0.2569945848375451,0.23168455436304247,81.48560811078609,0.3517120938628158
528,jeffcha01,12,1959,0,0,0,0,947,918,249,487,26,188,49,114,0.24808965868568517,0.28437353355232287,0.24808965868568517,77.37838361400637,0.299095009596929
529,bankser01,19,1971,1,10,0,14,2551,2528,1305,2583,512,1636,50,763,0.27417471605986626,0.32861952861952864,0.27417471605986626,135.38658543004624,0.3726761229314421
530,wynegbu01,13,1988,0,0,0,2,1352,1301,498,1102,65,506,10,626,0.2545034642032333,0.34438523781330177,0.2545034642032333,96.6327377541401,0.34819927536231887
531,unserde01,15,1982,0,0,1,0,1943,1799,617,1344,87,481,64,481,0.25771812080536916,0.31549974195768105,0.25771812080536916,94.49722032267181,0.3415225114315864
532,southbi01,13,1929,0,0,1,0,1195,1192,661,1296,52,561,138,402,0.2973158981417756,0.3474731073675665,0.2973158981417756,119.19121228570448,0.4068441884816754
533,bumbral01,14,1985,0,2,1,1,1588,1496,778,1422,54,402,254,471,0.28141698001187415,0.3406300053390283,0.28141698001187415,105.4442120943059,0.3313235347159603
534,vaughgr01,15,2003,0,2,0,4,1756,1731,1017,1475,355,1072,121,865,0.24168441749959035,0.3362093352192362,0.24168441749959035,115.90129508674298,0.3895675945753034
535,cuyleki01,18,1938,1,9,1,1,1898,1879,1305,2299,128,1065,328,676,0.3210445468509985,0.3778710792788343,0.3210445468509985,130.68027587587193,0.4102277202726584
536,groteje01,16,1981,0,0,1,2,1462,1421,352,1092,39,404,15,399,0.25167089191057845,0.31317093311312966,0.25167089191057845,86.45482309119888,0.3164360169491525
537,tiernmi01,13,1899,0,0,2,0,1481,1478,1316,1838,106,853,428,748,0.3107354184277261,0.3902257872846108,0.3107354184277261,143.20953701118694,0.40226551312649156
538,hoppjo01,14,1952,0,0,4,1,1472,1393,698,1262,46,458,128,464,0.2962441314553991,0.3632389675270608,0.2962441314553991,121.42360703507897,0.47230360531309307
539,kempst01,11,1988,0,0,0,1,1195,1168,581,1128,130,634,39,576,0.2779694430754066,0.36550700042426815,0.2779694430754066,123.94716107754569,0.36177951240376394
540,combsea01,12,1935,1,1,3,0,1480,1455,1186,1866,58,632,96,670,0.3247476505395057,0.39234670355002305,0.3247476505395057,132.4130600246922,0.3945844862428105
541,hamilda02,13,2001,0,0,0,0,1392,1328,707,1333,51,454,163,493,0.29123880270919816,0.3560664605873261,0.29123880270919816,102.401447871273,0.4248544527265594
542,kennebo01,16,1957,0,0,1,0,1551,1483,514,1176,63,514,45,364,0.25432525951557095,0.3052319842053307,0.25432525951557095,86.8017788473472,0.3781332533013205
543,herrmed01,11,1978,0,0,0,1,945,922,247,654,80,320,6,260,0.23964822279223158,0.30847235852142624,0.23964822279223158,95.96220992392104,0.3519454301975225
544,stockmi01,14,1926,0,2,0,0,1638,1628,839,1806,22,696,155,455,0.28900624099855976,0.32714717306862323,0.28900624099855976,101.13954858106737,0.3332128926604139
545,torgeea01,15,1961,0,0,0,0,1746,1668,848,1318,149,740,133,980,0.265244515999195,0.38197780354480704,0.265244515999195,123.42760548635559,0.4306517154811716
546,lowrepe01,13,1955,0,0,0,1,1478,1401,564,1177,37,479,48,403,0.27264303914755617,0.3293314013661768,0.27264303914755617,97.06309789224916,0.38660836501901136
547,vandejo02,14,2004,0,0,0,0,1462,1372,374,717,97,430,38,385,0.2606324972737186,0.35060012634238785,0.2606324972737186,111.32746872753523,0.4301966794380587
548,lopezja01,15,2006,0,3,1,3,1570,1503,674,1527,260,864,8,357,0.2870840383530739,0.33661315380631796,0.2870840383530739,118.00571638693312,0.37806963788300846
549,batisto01,11,2007,0,0,0,2,1366,1309,625,1146,221,718,47,287,0.2508756567425569,0.29844726759427304,0.2508756567425569,96.00882283184218,0.4044524583502641
550,perezne01,12,2007,0,1,0,0,1484,1403,640,1370,64,489,57,231,0.2672127950068266,0.29183303085299456,0.2672127950068266,75.67381413003966,0.3656996472990533
551,campbbr01,13,1942,0,0,0,0,1347,1360,759,1382,106,766,53,548,0.2902141957160857,0.3644999068727882,0.2902141957160857,125.01251604873885,0.42009293610642684
552,milleno01,10,1974,0,0,0,0,573,540,166,325,24,159,16,160,0.23826979472140764,0.3203074951953876,0.23826979472140764,99.54641599663505,0.32125749674054765
553,matheed01,17,1968,1,4,2,12,2434,2391,1509,2315,512,1453,68,1444,0.2711725430479091,0.3747153747153747,0.2711725430479091,152.18245482944317,0.41355011046394863
554,clintji01,10,1886,0,0,0,0,435,426,246,438,4,55,3,82,0.2547993019197208,0.2969264544456641,0.2547993019197208,98.63573120083822,0.284371020856202
555,goodmbi01,16,1962,0,0,0,2,1707,1623,807,1691,19,591,37,669,0.29961020552799433,0.3706174371703382,0.29961020552799433,110.11131339788092,0.36783433070866145
556,raineti01,23,2002,1,4,1,7,2576,2502,1571,2605,170,980,808,1330,0.2936203787195672,0.3839173665411719,0.2936203787195672,122.92471012437498,0.37515119937082186
557,gustifr01,12,1950,0,0,0,3,1287,1261,553,1214,38,480,60,369,0.26494980357922304,0.3172523327377407,0.26494980357922304,92.72896830052613,0.321454893274265
558,stoveha01,14,1893,0,0,0,0,1501,1489,1495,1775,122,912,509,664,0.2884771656102714,0.3606892523364486,0.2884771656102714,151.1306705491635,0.41842216705607477
559,colliji01,14,1908,1,0,1,0,1725,1725,1055,1999,65,983,194,426,0.294186902133922,0.3366881374127751,0.294186902133922,125.64010889163973,0.40521423682409313
560,seymocy01,16,1913,0,0,0,0,1493,1529,737,1724,52,799,222,354,0.3032008441786845,0.3395618556701031,0.3032008441786845,127.31233210940593,0.42936210873146624
561,surhobj01,19,2005,0,0,0,1,2462,2313,1062,2326,188,1153,141,640,0.28166626301767983,0.3293432901383703,0.28166626301767983,100.36803782793191,0.3546107884744249
562,leonaje01,14,1990,0,1,0,2,1456,1415,614,1342,144,723,163,342,0.26600594648166503,0.3117238860482104,0.26600594648166503,102.6150492311324,0.36549788096554264
563,loganjo01,13,1963,0,0,1,4,1508,1503,651,1407,93,547,19,451,0.2683066361556064,0.32258611912438484,0.2683066361556064,97.08543375596,0.32716126785092303
564,bakerdu01,19,1986,0,5,1,2,2089,2039,964,1981,242,1013,137,762,0.2783476183785303,0.3457174915845905,0.2783476183785303,122.37061770203735,0.35388277511961724
565,yorkto01,15,1885,0,0,0,0,962,963,743,1095,14,502,20,198,0.27340823970037453,0.30928079753145027,0.27340823970037453,125.15427242972498,0.3153002610966058
566,boyleja01,13,1898,0,0,0,0,1118,1087,671,1070,23,570,126,326,0.252835538752363,0.31203088140681967,0.252835538752363,84.24546191387412,0.31180550140784064
567,burnsoy01,11,1895,0,0,1,0,1209,1188,870,1392,65,834,263,464,0.2996770721205597,0.36763565891472866,0.2996770721205597,140.36673728366785,0.4467840776699029
568,carrocl01,11,1893,0,0,1,0,991,991,729,995,31,423,197,361,0.250503524672709,0.32031963470319635,0.250503524672709,98.56960368029668,0.31473036529680365
569,jordabu01,10,1938,0,0,0,0,806,811,396,890,17,281,20,182,0.2986577181208054,0.33488805970149255,0.2986577181208054,97.13144270205385,0.40803062835491
570,whitesa02,11,1962,0,0,0,1,1056,1043,324,916,66,421,14,218,0.2615648201027984,0.30253431890179516,0.2615648201027984,89.6102859650861,0.31096217811158794
571,hickmch01,12,1908,0,0,0,0,1061,1081,478,1176,59,614,72,153,0.29532898041185335,0.3261994355597366,0.29532898041185335,135.45096271666165,0.533499165275459
572,mcgrifr01,19,2004,0,7,1,5,2487,2460,1349,2490,493,1550,72,1305,0.2843439534087016,0.3768429329663849,0.2843439534087016,138.4620769781251,0.44374442555744426
573,bordepa01,17,2005,0,1,2,0,1191,1099,289,831,69,346,9,155,0.253199268738574,0.2852243498142326,0.253199268738574,77.6134909028539,0.3607470332850941
574,perkicy01,17,1934,0,1,0,0,1196,1171,329,933,30,409,18,301,0.2588790233074362,0.31108343711083436,0.2588790233074362,87.12392705849581,0.3169492346938776
575,ryanmi02,11,1974,0,0,0,0,640,636,146,370,28,161,4,152,0.19270833333333334,0.25071496663489035,0.19270833333333334,56.585567018908776,0.24872044573643412
576,stephri01,14,1934,0,0,0,0,1326,1310,714,1515,63,773,53,494,0.3360692102928128,0.39929879236462795,0.3360692102928128,137.10477910615134,0.4046744001586357
577,leyriji01,11,2000,0,0,2,0,1005,903,325,667,90,387,7,337,0.26394934705184014,0.36102668017561634,0.26394934705184014,109.36223004542525,0.48604085801838603
578,lawtoma02,12,2006,0,0,0,2,1375,1334,756,1273,138,631,165,681,0.26726852823850517,0.36768402154398566,0.26726852823850517,108.45995549718918,0.4657392482833394
579,needhto01,11,1914,0,0,0,0,519,523,113,311,8,117,20,109,0.20858484238765929,0.27013930950938825,0.20858484238765929,71.1318347013002,0.2714514145141451
580,critzhu01,12,1935,0,0,1,0,1479,1478,832,1591,38,531,97,289,0.26829679595278244,0.2944660950896337,0.26829679595278244,75.7818893680104,0.3352108220937701
581,leachri01,10,1990,0,0,0,0,934,799,205,460,18,183,8,176,0.2675974403723095,0.33367983367983367,0.2675974403723095,99.26606115678753,0.3232147757255937
582,wardjo01,17,1894,1,0,2,0,1872,1827,1410,2107,26,869,540,421,0.275208986415883,0.3136554104017747,0.275208986415883,98.50120573871281,0.31089930812947864
583,hendrel01,12,1979,0,0,1,0,762,711,205,415,62,230,1,229,0.2198093220338983,0.3044083526682135,0.2198093220338983,92.30309279755973,0.3487707641196013
584,picinva01,18,1933,0,0,0,0,1049,1037,298,743,26,298,31,314,0.25825512686826557,0.32285368802902054,0.25825512686826557,92.04384905056946,0.3352414116177389
585,mittege01,11,1977,0,0,0,0,916,887,251,623,76,301,14,222,0.23553875236294897,0.29393627954779034,0.23553875236294897,91.20782930736877,0.3049567190226876
586,scottev01,13,1926,0,2,4,0,1658,1654,552,1455,20,551,69,243,0.249271886242933,0.26926094461007377,0.249271886242933,69.99749956334122,0.2987982945227944
587,alexama02,11,2006,0,0,0,0,705,594,166,293,15,115,37,86,0.23052714398111723,0.2782984859408796,0.23052714398111723,60.78246781600236,0.33574944893460695
588,davisha01,22,1917,0,0,2,0,1756,1755,1001,1841,75,951,285,525,0.27671727040432886,0.3286353164385418,0.27671727040432886,125.07240345009487,0.4118079314633135
589,higgipi01,14,1946,0,5,0,3,1803,1802,930,1941,140,1075,61,800,0.29249547920433994,0.3657664813343924,0.29249547920433994,121.866348228831,0.38467135961383747
590,michaca01,12,1954,0,1,0,2,1298,1288,508,1142,53,501,64,566,0.261506755209526,0.3450199203187251,0.261506755209526,98.90512038869193,0.44081480734315104
591,ricede01,17,1961,0,0,2,1,1326,1309,342,908,79,441,2,382,0.23732357553580763,0.3070500927643785,0.23732357553580763,86.0051873577388,0.3294663984855655
592,olerujo01,17,2005,0,4,2,2,2289,2234,1139,2239,255,1230,11,1275,0.2949157007376185,0.3974401412335871,0.2949157007376185,132.7903795424408,0.4080583539464807
593,wockejo01,12,1985,0,0,0,0,909,795,267,543,86,310,5,277,0.26206563706563707,0.34850400337126003,0.26206563706563707,121.3086713126342,0.35591546304163135
594,lynnfr01,17,1990,0,12,0,9,2020,1969,1063,1960,306,1111,72,857,0.28303249097472927,0.3593335857629686,0.28303249097472927,137.54992546529635,0.398387674210459
595,justida01,14,2002,0,6,2,3,1646,1610,929,1571,305,1017,53,903,0.27928888888888886,0.37751855779427357,0.27928888888888886,135.904175462797,0.4272732156561781
596,austiji01,18,1929,0,0,0,0,1585,1580,661,1328,13,390,244,592,0.24647364513734224,0.31164709615994923,0.24647364513734224,82.91078429403909,0.3152725763612218
597,walkedi02,18,1949,0,3,0,5,1933,1905,1037,2064,105,1023,59,817,0.3062314540059347,0.37790242629793896,0.3062314540059347,129.05169044091133,0.40777300937541267
598,mageesh01,16,1919,0,4,1,0,2090,2087,1112,2169,83,1176,441,736,0.29149307888724635,0.352679616194711,0.29149307888724635,144.9630294622545,0.3984502775766353
599,snydefr01,16,1927,0,3,2,0,1411,1392,331,1122,47,525,37,281,0.26531094821470796,0.3061268672872916,0.26531094821470796,93.43343988114103,0.33215217872152175
600,janvrha01,10,1922,0,0,2,0,790,759,250,515,6,210,79,171,0.23187753264295363,0.2803180914512923,0.23187753264295363,69.90814959178364,0.3217233513065118
601,thondi01,15,1993,0,2,0,1,1491,1387,496,1176,71,435,167,348,0.2643290627107215,0.3147197700677479,0.2643290627107215,94.26983333519779,0.31568475991649264
602,ofarrbo01,21,1935,0,4,1,0,1518,1492,517,1120,51,549,35,547,0.2731041209461107,0.35385913116828344,0.2731041209461107,109.25666258711972,0.40990706160120194
603,rizzuph01,13,1956,1,10,7,5,1676,1661,877,1588,38,563,149,651,0.2730398899587345,0.34093279690061096,0.2730398899587345,98.31712723301803,0.3350035292312413
604,bondsbo01,14,1981,0,7,0,3,1871,1849,1258,1886,332,1024,461,914,0.2677836149368167,0.3526576019777503,0.2677836149368167,136.56064326219087,0.4054641830228779
605,barfije01,12,1992,0,3,0,1,1522,1428,715,1219,241,716,66,551,0.25614624921201934,0.3344456803856136,0.25614624921201934,124.99061435803895,0.39909438919121787
606,holmeto01,11,1952,0,4,0,2,1331,1320,698,1507,88,581,40,480,0.30188301282051283,0.36136567834681044,0.30188301282051283,127.17800412088201,0.3745789665211062
607,whitefr01,18,1990,0,11,1,5,2414,2324,912,2006,160,886,178,412,0.25524875938414554,0.28912247549309084,0.25524875938414554,89.50509059395952,0.30340100731502573
608,fermife01,10,1996,0,0,0,0,920,903,294,718,4,207,27,166,0.2594868088182147,0.2955729166666667,0.2594868088182147,66.8129593782513,0.27958950201884253
609,billijo01,11,1923,0,0,0,0,245,243,44,106,0,29,5,23,0.21721311475409835,0.25735294117647056,0.21721311475409835,55.14046602108014,0.2588486590038314
610,dentbu01,12,1984,0,2,2,3,1399,1392,451,1114,40,423,17,328,0.24689716312056736,0.2899502487562189,0.24689716312056736,74.23932551716916,0.3002994892747702
611,valenjo02,11,2002,0,1,0,0,1132,1105,614,1093,124,558,47,463,0.27904008169517486,0.35668366215916647,0.27904008169517486,115.5778114830551,0.3600753363228699
612,breamsi01,12,1994,0,1,0,0,1148,1088,351,819,90,455,50,353,0.2635135135135135,0.33342776203966007,0.2635135135135135,110.67510498740828,0.3575993061578491
613,footeba01,10,1982,0,0,0,0,704,687,191,489,57,230,10,136,0.229901269393512,0.27608695652173915,0.229901269393512,82.44414065752252,0.32762007961079176
614,turneje01,10,1983,0,0,0,0,771,733,222,448,45,238,45,159,0.2571756601607348,0.31796996374935266,0.2571756601607348,100.10534630691508,0.3310682056663169
615,johnsja01,20,1985,0,0,2,0,1869,1748,578,1254,102,531,50,429,0.2666383159685307,0.32606616943966343,0.2666383159685307,107.1063967079136,0.3774836193447738
616,elybo01,14,1902,0,0,0,0,1349,1343,656,1333,24,657,165,257,0.25798335591252175,0.28671203438395415,0.25798335591252175,79.99073706920761,0.31490910763569463
617,mccorfr01,13,1948,0,6,1,9,1535,1534,722,1711,128,951,27,399,0.29896907216494845,0.34428870629933944,0.29896907216494845,118.60255816739836,0.3795077248333062
618,riverlu01,11,1998,0,0,0,0,825,781,249,516,28,209,20,171,0.23295711060948082,0.2857725234406849,0.23295711060948082,70.4224824074512,0.2852738985868662
619,daviser01,17,2001,0,9,1,2,1688,1626,938,1430,282,934,349,740,0.26874647622627323,0.3583862046526761,0.26874647622627323,128.07341013892008,0.4020001643385374
620,lollash01,18,1963,0,4,1,9,1812,1752,623,1415,155,808,20,671,0.264436553915156,0.35397233837246705,0.264436553915156,112.5172708913988,0.3512874877491017
621,lawva01,11,1991,0,0,0,1,1347,1212,453,972,71,442,34,408,0.2556549184639663,0.32317356910190786,0.2556549184639663,97.88404600763674,0.31890851214336247
622,haneyla01,12,1978,0,0,1,0,487,480,68,198,12,73,3,44,0.21545157780195864,0.24898373983739838,0.21545157780195864,57.025610892831004,0.2956989690721649
623,bottoji01,16,1937,1,4,2,0,1987,1991,1177,2313,219,1422,58,664,0.3095971088207737,0.36146020347097546,0.3095971088207737,132.5015224385089,0.39318378576669116
624,westsa01,16,1942,0,2,0,4,1756,1753,934,1838,75,838,53,696,0.2989590110605075,0.3641709695926563,0.2989590110605075,116.50025067199938,0.3967690173747993
625,careyan01,11,1962,0,0,2,0,972,938,371,741,64,350,23,268,0.26,0.32203916692570717,0.26,100.43864937193803,0.39520126782884313
626,ruthba01,22,1935,1,33,7,2,2518,2503,2174,2873,714,2217,123,2062,0.34210526315789475,0.46891484551620194,0.34210526315789475,225.231887608789,0.5127276016376272
627,thompmi02,13,1996,0,0,0,0,1457,1359,491,1029,47,357,214,336,0.27359744748737036,0.3338146811070999,0.27359744748737036,96.75748787864936,0.34842308632917585
628,johnsji01,13,1926,0,0,0,0,1404,1377,754,1493,22,410,169,391,0.2944773175542406,0.3383084577114428,0.2944773175542406,107.97953627480736,0.3495457033388068
629,trillma01,17,1989,0,9,1,4,1840,1780,598,1562,61,571,56,452,0.26252100840336134,0.31157766621025407,0.26252100840336134,86.55395258158181,0.3259471317829457
630,walkege02,15,1945,0,0,1,1,1791,1784,954,1991,124,997,223,330,0.2940481465071629,0.32797115517958675,0.2940481465071629,111.8638164162269,0.3486981105668299
631,sandbry01,16,1997,1,25,0,10,2181,2164,1318,2386,282,1061,344,761,0.2845557543231962,0.3427063132945486,0.2845557543231962,119.71205304331578,0.3559082898172324
632,mondera01,13,2005,0,3,0,1,1542,1525,909,1589,271,860,229,475,0.2733058135534916,0.33050714397864656,0.2733058135534916,113.87076375032619,0.42691673262624674
633,cartejo01,16,1998,0,4,2,5,2282,2189,1170,2184,396,1445,231,527,0.2593208264070292,0.3059864540091763,0.2593208264070292,110.27717305558812,0.35546047692647387
634,mcguide01,26,1912,0,0,0,0,1760,1781,770,1750,45,840,118,515,0.27817517087903354,0.3386189995675364,0.27817517087903354,114.69978631395948,0.37935050798258335
635,edwarha01,11,1953,0,0,0,0,745,735,285,613,51,276,9,208,0.2797809219534459,0.34163553341635533,0.2797809219534459,122.34372313088402,0.4585293627655145
636,gehrich01,19,1942,1,24,1,6,2316,2323,1774,2839,184,1427,181,1186,0.32042889390519186,0.39806583960144576,0.32042889390519186,140.34212698166826,0.4045769611727418
637,yorkru01,13,1948,0,5,1,7,1605,1603,876,1621,277,1152,38,792,0.27516550670514345,0.36086309523809523,0.27516550670514345,136.75229131785852,0.42113622106049287
638,cliftha01,12,1945,0,2,0,1,1589,1582,1070,1558,178,829,69,1070,0.2719022687609075,0.38714824485059474,0.2719022687609075,132.97026696735753,0.40910071626955125
639,moorejo01,10,1945,0,0,0,0,854,846,439,926,73,452,23,195,0.307334882177232,0.3472009788926277,0.307334882177232,120.22729649894055,0.43218187461204227
640,lezcasi01,12,1985,0,1,0,0,1334,1291,560,1122,148,591,37,576,0.2714078374455733,0.35666805151641046,0.2714078374455733,125.76400310993945,0.39128239763613337
641,obriepe03,12,1993,0,0,0,0,1645,1567,654,1421,169,736,24,641,0.2613573661945926,0.3354409857328145,0.2613573661945926,109.55785936874855,0.33922498354180386
642,maniocl01,13,1934,0,0,0,0,480,477,96,250,3,112,5,118,0.2183406113537118,0.2851652574942352,0.2183406113537118,48.648258892284616,0.2671263823064771
643,killeha01,22,1975,1,8,0,13,2558,2435,1283,2086,573,1584,19,1559,0.25604517000122745,0.3756484589563625,0.25604517000122745,153.7439690551305,0.40004446282700856
644,kuipedu01,12,1985,0,0,0,0,1082,1057,329,917,1,263,52,248,0.2713820656999112,0.3177943526904635,0.2713820656999112,81.47063268842165,0.2995097393689986
645,haywora01,15,1945,0,0,0,0,711,699,220,546,5,238,2,198,0.26479146459747815,0.3255208333333333,0.26479146459747815,83.55599180623199,0.3207171226831421
